Timestamp,JX,JY,B1_Dur,B2_Dur,Grip,Pitch,Roll,FSR_L_KG,FSR_R_KG,FSR_L_Newton,FSR_R_Newton,Fatigue_Live_KG,Vib_Active,Servo_Angle,Tremor_Flag,Tremor_Var,UI_Mode,FS_Up,FS_Down,FS_Left,FS_Right,FS_Trigger,FS_Thumb
1782464601.087,0,0,0,0,0,0.12,-0.83,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.11,0,0,0,0,0,0.45,-3.07,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.133,0,0,0,0,0,0.77,-5.23,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.157,0,0,0,0,0,0.9,-6.16,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.18,0,0,0,0,0,0.91,-6.29,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.204,0,0,0,0,0,0.88,-6.19,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.228,0,0,0,0,0,0.87,-6.13,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.252,0,0,0,0,0,0.87,-6.15,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.275,0,0,0,0,0,0.87,-6.23,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.299,0,0,0,0,0,0.88,-6.32,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.322,0,0,0,0,0,0.89,-6.38,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.347,0,0,0,0,0,0.89,-6.44,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.368,0,0,0,0,0,0.89,-6.49,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.393,0,0,0,0,0,0.89,-6.49,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.416,0,0,0,0,0,0.9,-6.47,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.441,0,0,0,0,0,0.89,-6.48,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.463,0,0,0,0,0,0.88,-6.48,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.488,0,0,0,0,0,0.88,-6.46,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.512,0,0,0,0,0,0.89,-6.46,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.535,0,0,0,0,0,0.89,-6.48,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.558,0,0,0,0,0,0.89,-6.48,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.581,0,0,0,0,0,0.9,-6.46,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.606,0,0,0,0,0,0.91,-6.46,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.628,0,0,0,0,0,0.92,-6.47,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.652,0,0,0,0,0,0.93,-6.48,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.676,0,0,0,0,0,0.94,-6.49,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.699,0,0,0,0,0,0.94,-6.48,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.723,0,0,0,0,0,0.94,-6.48,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.747,0,0,0,0,0,0.94,-6.48,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.77,0,0,0,0,0,0.94,-6.47,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.795,0,0,0,0,0,0.93,-6.46,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.817,0,0,0,0,0,0.91,-6.46,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.841,0,0,0,0,0,0.9,-6.44,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.865,0,0,0,0,0,0.88,-6.42,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.887,0,0,0,0,0,0.86,-6.45,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.911,0,0,0,0,0,0.85,-6.48,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.936,0,0,0,0,0,0.85,-6.5,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.958,0,0,0,0,0,0.84,-6.53,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464601.982,0,0,0,0,0,0.83,-6.57,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464602.006,0,0,0,0,0,0.82,-6.57,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464602.03,0,0,0,0,0,0.82,-6.56,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464602.053,0,0,0,0,0,0.82,-6.55,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464602.077,0,0,0,0,0,0.81,-6.57,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464602.102,0,0,0,0,0,0.83,-6.58,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464602.124,0,0,0,0,0,0.88,-6.59,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464602.148,0,0,0,0,0,0.93,-6.58,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464602.171,0,0,0,0,0,0.97,-6.57,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464602.195,0,0,0,0,0,0.97,-6.57,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464602.218,0,0,0,0,0,0.95,-6.57,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464602.241,0,0,0,0,0,0.93,-6.56,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
1782464602.266,0,0,0,0,0,0.92,-6.56,0.0,0.0,0.0,0.0,0.0,0,90,0,0.0,0,False,False,False,False,False,False
