Timestamp,JX,JY,B1,B2,Grip,Pitch,Roll
1779000501.9436224,0,0,0,0,13,0.68,1.92
1779000501.9636223,0,0,0,0,23,1.85,3.62
1779000501.9836223,0,0,0,0,28,2.47,5.63
1779000502.0036223,0,0,0,0,34,3.04,7.22
1779000502.0236223,0,0,0,0,36,2.69,7.74
1779000502.0436223,0,0,0,0,40,2.64,8.54
1779000502.0636222,0,0,0,0,40,2.58,9.03
1779000502.0836225,0,0,0,0,42,2.49,9.81
1779000502.1036224,0,0,0,0,44,2.4,9.84
1779000502.1236224,0,0,0,0,44,2.6,10.31
1779000502.1436224,0,0,0,0,43,3.18,10.93
1779000502.1636224,0,0,0,0,43,3.3,10.78
1779000502.1836224,0,0,0,0,44,3.04,11.51
1779000502.2036223,0,0,0,0,43,4.2,12.62
1779000502.2236223,0,0,0,0,44,4.27,13.13
1779000502.2436223,0,0,0,0,45,4.79,13.09
1779000502.2636223,0,0,0,0,44,4.12,13.57
1779000502.2836223,0,0,0,0,44,4.83,12.93
1779000502.3036222,0,0,0,0,44,4.33,12.77
1779000502.3236225,0,0,0,0,45,3.85,12.39
1779000502.3436224,0,0,0,0,45,3.76,12.45
1779000502.3636224,0,0,0,0,45,3.11,11.95
1779000502.3836224,0,0,0,0,45,3.16,11.88
1779000502.4036224,0,0,0,0,44,3.72,12.55
1779000502.4236224,0,0,0,0,45,3.87,12.92
1779000502.4436224,0,0,0,0,43,4.13,13.16
1779000502.4636223,0,0,0,0,45,4.92,13.82
1779000502.4836223,0,0,0,0,44,4.67,14.2
1779000502.5036223,0,0,0,0,44,5.3,14.02
1779000502.5236223,0,0,0,0,43,4.95,13.76
1779000502.5436223,0,0,0,0,44,4.07,14.14
1779000502.5636222,0,0,0,0,43,4.34,13.59
1779000502.5836225,0,0,0,0,43,3.9,13.12
1779000502.6036224,0,0,0,0,44,3.73,12.72
1779000502.6236224,0,0,0,0,45,3.34,12.83
1779000502.6436224,0,0,0,0,43,3.23,13.04
1779000502.6636224,0,0,0,0,45,3.21,13.27
1779000502.6836224,0,0,0,0,43,3.67,13.31
1779000502.7036223,0,0,0,0,45,3.98,14.02
1779000502.7236223,0,0,0,0,43,4.4,14.06
1779000502.7436223,0,0,0,0,43,5.06,14.24
1779000502.7636223,0,0,0,0,44,4.54,14.32
1779000502.7836223,0,0,0,0,45,4.75,13.49
1779000502.8036222,0,0,0,0,45,4.91,14.15
1779000502.8236225,0,0,0,0,45,4.33,13.35
1779000502.8436224,0,0,0,0,44,3.98,13.39
1779000502.8636224,0,0,0,0,45,3.71,12.53
1779000502.8836224,0,0,0,0,44,2.97,12.69
1779000502.9036224,0,0,0,0,43,4.03,12.81
1779000502.9236224,0,0,0,0,44,3.98,13.14
1779000502.9436224,0,0,0,0,44,4.48,13.53
1779000502.9636223,0,0,0,0,43,4.37,13.99
1779000502.9836223,0,0,0,0,45,4.85,13.81
1779000503.0036223,0,0,0,0,44,4.94,14.41
1779000503.0236223,0,0,0,0,43,5.3,14.41
1779000503.0436223,0,0,0,0,45,4.9,13.95
1779000503.0636222,0,0,0,0,45,4.51,13.46
1779000503.0836225,0,0,0,0,43,3.83,13.48
1779000503.1036224,0,0,0,0,44,3.29,12.73
1779000503.1236224,0,0,0,0,44,3.42,13.08
1779000503.1436224,0,0,0,0,45,3.4,12.46
1779000503.1636224,0,0,0,0,45,3.93,12.58
1779000503.1836224,0,0,0,0,45,3.76,13.04
1779000503.2036223,0,0,0,0,45,4.41,13.9
1779000503.2236223,0,0,0,0,44,4.93,13.64
1779000503.2436223,0,0,0,0,44,5.31,14.08
1779000503.2636223,0,0,0,0,45,5.35,13.92
1779000503.2836223,0,0,0,0,43,5.09,13.57
1779000503.3036222,0,0,0,0,45,4.72,13.55
1779000503.3236225,0,0,0,0,43,3.81,13.62
1779000503.3436224,0,0,0,0,43,4.07,13.41
1779000503.3636224,0,0,0,0,43,3.12,12.37
1779000503.3836224,0,0,0,0,44,3.37,12.51
1779000503.4036224,-100,0,0,0,43,5.55,8.61
1779000503.4236224,-100,0,0,0,45,7.34,5.73
1779000503.4436224,-100,0,0,0,45,8.99,3.7
1779000503.4636223,-100,0,0,0,45,10.44,1.7
1779000503.4836223,-100,0,0,0,43,11.7,-0.57
1779000503.5036223,-100,0,0,0,44,12.29,-1.81
1779000503.5236223,-100,0,0,0,45,12.46,-3.3
1779000503.5436223,-100,0,0,0,43,12.77,-4.75
1779000503.5636222,-100,0,0,0,43,13.48,-6.06
1779000503.5836225,-100,0,0,0,44,13.84,-7.94
1779000503.6036224,-100,0,0,0,45,13.83,-8.95
1779000503.6236224,-100,0,0,0,43,13.76,-9.45
1779000503.6436224,-100,0,0,0,43,14.2,-9.75
1779000503.6636224,-100,0,0,0,45,14.18,-10.8
1779000503.6836224,-100,0,0,0,44,15.3,-10.7
1779000503.7036223,-100,0,0,0,45,15.58,-10.04
1779000503.7236223,-100,0,0,0,45,15.9,-9.97
1779000503.7436223,-100,0,0,0,43,16.1,-11.01
1779000503.7636223,-100,0,0,0,45,16.3,-10.29
1779000503.7836223,-100,0,0,0,43,16.15,-10.93
1779000503.8036222,-100,0,0,0,45,16.12,-11.87
1779000503.8236225,-100,0,0,0,45,15.77,-12.42
1779000503.8436224,-100,0,0,0,45,15.61,-12.67
1779000503.8636224,-100,0,0,1,51,15.1,-12.85
1779000503.8836224,-100,0,0,0,50,15.08,-12.92
1779000503.9036224,-100,0,0,0,47,15.27,-13.23
1779000503.9236224,-100,0,0,0,47,15.49,-13.03
1779000503.9436224,-100,0,0,0,46,15.51,-12.25
1779000503.9636223,-100,0,0,0,44,15.87,-11.94
1779000503.9836223,-100,0,0,0,45,16.52,-11.48
1779000504.0036223,-100,0,0,0,46,16.52,-11.65
1779000504.0236223,-100,0,0,0,46,16.25,-11.31
1779000504.0436223,-100,0,0,0,46,16.48,-12.39
1779000504.0636222,-100,0,0,0,44,15.87,-12.82
1779000504.0836225,-100,0,0,0,46,16.14,-12.59
1779000504.1036224,-100,0,0,0,44,15.24,-12.74
1779000504.1236224,-100,0,0,0,44,15.0,-13.34
1779000504.1436224,-100,0,0,0,45,15.23,-13.7
1779000504.1636224,-100,0,0,0,45,15.88,-12.56
1779000504.1836224,-100,0,0,0,44,15.35,-12.42
1779000504.2036223,0,0,0,0,45,12.95,-12.78
1779000504.2236223,0,0,0,0,44,10.2,-13.28
1779000504.2436223,0,0,0,0,44,7.84,-13.91
1779000504.2636223,0,0,0,0,44,6.45,-13.8
1779000504.2836223,0,0,0,0,46,4.16,-14.2
1779000504.3036222,0,0,0,0,43,2.11,-15.58
1779000504.3236225,0,0,0,0,43,0.8,-15.83
